WorkClass;Occupation;Education;Sexe;Race;Age;Relationship;Marital_satus;Native_Country;Hours_per_week;Salary
 Local-gov; Protective-serv; HS-grad; Male; White;27; Own-child; Divorced; United-States;40; <=50K
 Private; Sales; 11th; Female; Black;33; Unmarried; Never-married; United-States;17; <=50K
 Private; Tech-support; Some-college; Female; White;29; Unmarried; Separated; United-States;40; <=50K
 Self-emp-not-inc; Exec-managerial; HS-grad; Male; White;46; Husband; Married-civ-spouse; United-States;50; <=50K
 Private; Sales; HS-grad; Female; White;38; Own-child; Never-married; United-States;40; <=50K
 Private; Transport-moving; HS-grad; Female; White;52; Wife; Married-civ-spouse; United-States;40; <=50K
 Self-emp-not-inc; Exec-managerial; HS-grad; Male; White;61; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Craft-repair; HS-grad; Female; White;27; Own-child; Never-married; United-States;45; <=50K
 Local-gov; Transport-moving; HS-grad; Male; White;57; Husband; Married-civ-spouse; United-States;25; >50K
 Private; Exec-managerial; Bachelors; Female; White;31; Not-in-family; Separated; United-States;70; <=50K
 Private; Farming-fishing; 11th; Male; White;35; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Handlers-cleaners; 1st-4th; Male; White;31; Husband; Married-civ-spouse; Mexico;40; <=50K
 Private; Prof-specialty; Prof-school; Female; White;57; Not-in-family; Never-married; United-States;40; <=50K
 Local-gov; Prof-specialty; Bachelors; Female; Black;26; Own-child; Never-married; United-States;35; <=50K
 Private; Handlers-cleaners; Some-college; Female; White;51; Not-in-family; Divorced; Ireland;40; <=50K
 Private; Craft-repair; HS-grad; Male; White;40; Not-in-family; Never-married; Canada;40; <=50K
 Self-emp-not-inc; Prof-specialty; Prof-school; Male; White;39; Husband; Married-civ-spouse; United-States;45; >50K
 Federal-gov; Adm-clerical; Some-college; Female; Black;28; Unmarried; Never-married; United-States;40; <=50K
 Private; Exec-managerial; Bachelors; Female; White;24; Not-in-family; Never-married; United-States;50; <=50K
 Private; Tech-support; HS-grad; Male; White;36; Not-in-family; Never-married; United-States;50; <=50K
 Private; Sales; Some-college; Female; White;18; Own-child; Never-married; United-States;25; <=50K
 Private; Sales; Some-college; Male; White;71; Not-in-family; Widowed; United-States;35; >50K
 Private; Adm-clerical; Assoc-voc; Female; White;21; Not-in-family; Never-married; United-States;40; <=50K
 Private; Sales; Some-college; Male; White;41; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Prof-specialty; Some-college; Male; White;42; Husband; Married-civ-spouse; United-States;32; >50K
 Private; Sales; Some-college; Female; Other;22; Own-child; Married-spouse-absent; Dominican-Republic;22; <=50K
 Private; Sales; Some-college; Female; White;29; Wife; Married-civ-spouse; United-States;25; <=50K
 Self-emp-inc; Exec-managerial; HS-grad; Male; White;39; Husband; Married-civ-spouse; United-States;60; >50K
 Private; Transport-moving; 7th-8th; Male; White;59; Not-in-family; Divorced; United-States;40; <=50K
 Private; Transport-moving; Some-college; Male; White;24; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Craft-repair; HS-grad; Male; White;43; Husband; Married-civ-spouse; United-States;48; >50K
 Self-emp-not-inc; Farming-fishing; Some-college; Male; White;53; Husband; Married-civ-spouse; United-States;30; <=50K
 Private; Other-service; 10th; Male; Black;33; Own-child; Never-married; United-States;20; <=50K
 Private; Sales; HS-grad; Female; White;20; Not-in-family; Never-married; United-States;40; <=50K
 State-gov; Adm-clerical; Bachelors; Male; White;64; Husband; Married-civ-spouse; United-States;40; <=50K
 Self-emp-inc; Exec-managerial; Some-college; Male; White;34; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Craft-repair; Assoc-voc; Male; White;29; Husband; Married-civ-spouse; United-States;50; <=50K
 Private; Tech-support; HS-grad; Male; White;50; Husband; Married-civ-spouse; United-States;40; >50K
 Self-emp-not-inc; Exec-managerial; HS-grad; Male; White;44; Husband; Married-civ-spouse; United-States;84; <=50K
 Private; Adm-clerical; Some-college; Male; White;31; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Exec-managerial; Some-college; Male; White;44; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Other-service; 11th; Female; White;49; Wife; Married-civ-spouse; United-States;6; <=50K
 Private; Other-service; HS-grad; Female; White;31; Unmarried; Divorced; United-States;30; <=50K
 Self-emp-not-inc; Exec-managerial; HS-grad; Male; White;58; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Craft-repair; Some-college; Male; White;29; Husband; Married-civ-spouse; United-States;60; <=50K
 Self-emp-not-inc; Exec-managerial; Some-college; Male; White;44; Husband; Married-civ-spouse; United-States;50; >50K
 Private; Sales; Some-college; Male; White;44; Husband; Married-civ-spouse; United-States;55; <=50K
 Local-gov; Prof-specialty; Bachelors; Female; White;43; Own-child; Divorced; United-States;39; <=50K
 Local-gov; Exec-managerial; Bachelors; Male; White;38; Husband; Married-civ-spouse; United-States;42; >50K
 Self-emp-not-inc; Craft-repair; Some-college; Male; White;51; Husband; Married-civ-spouse; United-States;55; <=50K
 Private; Transport-moving; Assoc-voc; Male; White;37; Husband; Married-civ-spouse; United-States;50; >50K
 Private; Craft-repair; HS-grad; Female; White;40; Not-in-family; Divorced; United-States;40; <=50K
 Private; Craft-repair; Preschool; Male; Asian-Pac-Islander;54; Husband; Married-civ-spouse; India;40; <=50K
 Private; Exec-managerial; Bachelors; Female; White;28; Own-child; Never-married; United-States;45; <=50K
 Private; Tech-support; Some-college; Male; White;28; Not-in-family; Never-married; United-States;54; <=50K
 Private; Other-service; 11th; Female; Black;51; Unmarried; Divorced; United-States;30; <=50K
 Private; Craft-repair; HS-grad; Male; White;49; Husband; Married-civ-spouse; United-States;40; <=50K
 Federal-gov; Adm-clerical; Some-college; Female; White;34; Wife; Married-AF-spouse; United-States;40; >50K
 Private; Farming-fishing; Some-college; Male; White;45; Other-relative; Never-married; United-States;50; <=50K
 Self-emp-not-inc; Sales; Some-college; Female; White;19; Own-child; Never-married; United-States;16; <=50K
 Private; Tech-support; Bachelors; Male; White;50; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Handlers-cleaners; HS-grad; Male; White;23; Own-child; Never-married; United-States;40; <=50K
 Self-emp-inc; Craft-repair; Some-college; Male; White;32; Husband; Married-civ-spouse; United-States;40; <=50K
 State-gov; Other-service; Some-college; Female; White;31; Own-child; Never-married; United-States;37; <=50K
 Private; Machine-op-inspct; 10th; Female; White;27; Unmarried; Never-married; United-States;40; <=50K
 Self-emp-not-inc; Other-service; Some-college; Male; White;27; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Adm-clerical; HS-grad; Female; White;34; Not-in-family; Never-married; United-States;40; <=50K
 Local-gov; Exec-managerial; HS-grad; Male; White;56; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Exec-managerial; Prof-school; Male; White;43; Not-in-family; Divorced; United-States;40; <=50K
 Private; Exec-managerial; Assoc-acdm; Male; White;37; Husband; Married-civ-spouse; United-States;50; >50K
 Private; Craft-repair; 11th; Male; White;22; Husband; Married-civ-spouse; United-States;35; <=50K
 Private; Craft-repair; Some-college; Male; White;24; Own-child; Never-married; Canada;60; <=50K
 Self-emp-inc; Craft-repair; 7th-8th; Male; Black;36; Unmarried; Never-married; United-States;40; <=50K
 Private; Adm-clerical; Assoc-acdm; Female; White;46; Unmarried; Widowed; United-States;40; <=50K
 Private; Transport-moving; HS-grad; Male; White;50; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Adm-clerical; Bachelors; Female; Black;45; Not-in-family; Never-married; United-States;40; >50K
 State-gov; Prof-specialty; Masters; Male; White;43; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Adm-clerical; HS-grad; Female; White;25; Not-in-family; Never-married; United-States;50; <=50K
 Private; Exec-managerial; Bachelors; Male; White;45; Husband; Married-civ-spouse; United-States;60; >50K
 Local-gov; Other-service; 5th-6th; Male; White;53; Husband; Married-civ-spouse; Mexico;40; <=50K
 Private; Tech-support; Bachelors; Male; Black;23; Own-child; Never-married; United-States;40; <=50K
 Local-gov; Protective-serv; HS-grad; Male; White;34; Unmarried; Divorced; Portugal;40; <=50K
 Local-gov; Adm-clerical; HS-grad; Female; Black;37; Unmarried; Divorced; United-States;35; <=50K
 Private; Machine-op-inspct; HS-grad; Female; Black;61; Not-in-family; Never-married; United-States;40; <=50K
 Private; Adm-clerical; Bachelors; Female; White;33; Not-in-family; Divorced; United-States;45; <=50K
 Private; Adm-clerical; HS-grad; Female; Black;27; Wife; Married-civ-spouse; United-States;40; >50K
 Private; Machine-op-inspct; HS-grad; Male; White;52; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Craft-repair; HS-grad; Female; Black;30; Not-in-family; Never-married; United-States;45; <=50K
 Private; Craft-repair; 11th; Male; White;50; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Farming-fishing; Some-college; Male; White;24; Own-child; Never-married; United-States;50; <=50K
 Private; Sales; HS-grad; Female; White;18; Own-child; Never-married; United-States;28; <=50K
 Local-gov; Craft-repair; 10th; Male; White;30; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Adm-clerical; HS-grad; Female; White;39; Wife; Married-civ-spouse; United-States;40; >50K
 Private; Handlers-cleaners; HS-grad; Female; White;48; Other-relative; Widowed; United-States;48; <=50K
 Private; Machine-op-inspct; HS-grad; Male; White;19; Own-child; Never-married; United-States;24; <=50K
 Private; Sales; Some-college; Male; White;19; Own-child; Never-married; United-States;25; <=50K
 Private; Other-service; 10th; Male; White;53; Husband; Married-civ-spouse; United-States;34; <=50K
 Private; Adm-clerical; Some-college; Female; White;24; Unmarried; Never-married; United-States;40; <=50K
 Private; Exec-managerial; Masters; Female; White;39; Wife; Married-civ-spouse; United-States;65; >50K
 Private; Exec-managerial; Assoc-voc; Male; White;44; Not-in-family; Divorced; United-States;40; >50K
 Local-gov; Machine-op-inspct; HS-grad; Male; White;51; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Adm-clerical; Some-college; Female; White;28; Not-in-family; Never-married; United-States;52; <=50K
 Private; Priv-house-serv; Some-college; Female; White;23; Not-in-family; Never-married; United-States;6; <=50K
 Private; Sales; Bachelors; Male; White;38; Husband; Married-civ-spouse; United-States;50; >50K
 Private; Transport-moving; Some-college; Male; White;37; Husband; Married-civ-spouse; United-States;50; <=50K
 Local-gov; Prof-specialty; Bachelors; Female; White;30; Not-in-family; Never-married; United-States;40; <=50K
 Private; Prof-specialty; Assoc-acdm; Female; White;30; Own-child; Never-married; United-States;40; <=50K
 Self-emp-not-inc; Craft-repair; Some-college; Male; White;51; Not-in-family; Divorced; Puerto-Rico;8; >50K
 Federal-gov; Exec-managerial; HS-grad; Female; White;47; Not-in-family; Never-married; United-States;40; <=50K
 Private; Other-service; Bachelors; Female; White;23; Own-child; Never-married; United-States;25; <=50K
 Private; Machine-op-inspct; HS-grad; Male; White;27; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Adm-clerical; HS-grad; Female; White;35; Wife; Married-civ-spouse; United-States;35; >50K
 Private; Farming-fishing; HS-grad; Female; White;61; Not-in-family; Divorced; United-States;82; <=50K
 Private; Craft-repair; Some-college; Male; White;30; Not-in-family; Never-married; United-States;44; <=50K
 Private; Protective-serv; HS-grad; Male; White;51; Husband; Married-civ-spouse; United-States;40; <=50K
 Self-emp-not-inc; Exec-managerial; Some-college; Male; White;48; Husband; Married-civ-spouse; United-States;30; >50K
 State-gov; Prof-specialty; Masters; Male; White;42; Not-in-family; Never-married; United-States;70; <=50K
 Private; Exec-managerial; HS-grad; Male; White;43; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Handlers-cleaners; HS-grad; Male; White;55; Not-in-family; Divorced; United-States;40; <=50K
 Self-emp-not-inc; Prof-specialty; Doctorate; Female; White;46; Not-in-family; Never-married; United-States;45; <=50K
 Private; Craft-repair; HS-grad; Male; White;65; Husband; Married-civ-spouse; United-States;30; <=50K
 Private; Sales; HS-grad; Female; White;52; Not-in-family; Divorced; United-States;48; <=50K
 Private; Craft-repair; Some-college; Male; White;45; Not-in-family; Divorced; United-States;40; <=50K
 Private; Handlers-cleaners; Some-college; Male; White;25; Not-in-family; Never-married; United-States;40; <=50K
 Private; Sales; HS-grad; Female; White;52; Not-in-family; Widowed; United-States;40; <=50K
 Private; Exec-managerial; Some-college; Male; White;42; Husband; Married-civ-spouse; United-States;55; >50K
 Self-emp-not-inc; Craft-repair; HS-grad; Male; White;50; Husband; Married-civ-spouse; United-States;50; >50K
 Private; Transport-moving; 7th-8th; Male; White;46; Not-in-family; Married-spouse-absent; United-States;45; <=50K
 Private; Other-service; 10th; Female; White;18; Own-child; Never-married; United-States;3; <=50K
 Private; Sales; Assoc-acdm; Female; White;36; Unmarried; Divorced; United-States;40; <=50K
 Private; Adm-clerical; Some-college; Female; Asian-Pac-Islander;33; Not-in-family; Divorced; United-States;52; <=50K
 Private; Machine-op-inspct; Some-college; Male; Black;31; Husband; Married-civ-spouse; Trinadad&Tobago;40; <=50K
 Private; Craft-repair; 11th; Male; White;21; Not-in-family; Never-married; United-States;35; <=50K
 Private; Prof-specialty; Bachelors; Female; White;27; Not-in-family; Never-married; United-States;50; <=50K
 Private; Exec-managerial; Bachelors; Male; White;34; Husband; Married-civ-spouse; United-States;50; >50K
 Self-emp-not-inc; Exec-managerial; Some-college; Male; White;41; Husband; Married-civ-spouse; United-States;60; <=50K
 Self-emp-inc; Sales; HS-grad; Male; White;51; Husband; Married-civ-spouse; United-States;50; <=50K
 Self-emp-not-inc; Exec-managerial; HS-grad; Male; White;39; Not-in-family; Never-married; United-States;65; <=50K
 Private; Sales; HS-grad; Male; White;19; Own-child; Never-married; United-States;20; <=50K
 Local-gov; Other-service; HS-grad; Female; White;33; Unmarried; Widowed; United-States;40; <=50K
 Federal-gov; Prof-specialty; Doctorate; Male; Asian-Pac-Islander;51; Husband; Married-civ-spouse; Vietnam;40; >50K
 Federal-gov; Prof-specialty; Some-college; Female; Amer-Indian-Eskimo;60; Not-in-family; Divorced; United-States;40; <=50K
 Private; Prof-specialty; Bachelors; Female; White;28; Not-in-family; Never-married; United-States;40; <=50K
 State-gov; Other-service; Some-college; Male; White;33; Own-child; Never-married; United-States;40; <=50K
 Private; Exec-managerial; Bachelors; Male; White;49; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Handlers-cleaners; Some-college; Male; White;34; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Adm-clerical; Some-college; Female; White;42; Unmarried; Divorced; United-States;12; <=50K
